Landcode;Levensnummer;Werknummer;Geboortedatum;Haarkleur;Geslacht;Landcode_moeder;Levensnummer_moeder;Aanvoer;Afvoer;UBN
LU;918329323;9323;15-05-2024;Roodbont;M;;;09-08-2024;;6259491
NL;625993255;9325;14-05-2024;Zwartbont;M;NL;608288507;09-08-2024;;6259491
BE;717969325;9325;03-04-2024;Zwartbont;M;BE;718272140;24-06-2024;;6259491
LU;218279326;9326;08-05-2024;Zwartbont;M;;;09-08-2024;;6259491
LU;318329326;9326;15-05-2024;Roodbont;M;;;09-08-2024;;6259491
BE;818009329;9329;03-01-2024;Zwartbont;M;BE;513614632;11-04-2024;;6259491
NL;581593360;9336;08-01-2024;Zwartbont;M;NL;941762490;11-04-2024;;6259491
NL;736693442;9344;15-05-2024;Zwartbont;M;NL;588391110;09-08-2024;;6259491
BE;518169348;9348;15-05-2024;Zwartbont;M;BE;821592145;09-08-2024;;6259491
NL;590493581;9358;13-02-2024;Zwartbont;M;NL;883092323;08-05-2024;;6259491
NL;566293919;9391;31-03-2024;Zwartbont;M;NL;657788955;24-06-2024;;6259491
BE;317899392;9392;09-02-2024;Zwart-wit;M;BE;113944211;08-05-2024;;6259491
NL;566293926;9392;31-03-2024;Roodbont;M;NL;942408913;24-06-2024;;6259491
NL;711494255;9425;27-03-2024;Roodbont;M;NL;578692337;24-06-2024;;6259491
LU;918299451;9451;09-02-2024;Zwartbont;M;;;08-05-2024;;6259491
LU;018359453;9453;13-02-2024;Zwartbont;M;;;08-05-2024;;6259491
NL;713094723;9472;28-03-2024;Zwartbont;M;NL;891888437;24-06-2024;;6259491
LU;818359480;9480;02-04-2024;Zwartbont;M;;;24-06-2024;;6259491
NL;746894839;9483;18-05-2024;Zwartbont;M;NL;719089903;09-08-2024;;6259491
LU;818359494;9494;10-05-2024;Zwartbont;M;;;09-08-2024;;6259491
LU;418359496;9496;14-05-2024;Zwartbont;M;;;09-08-2024;;6259491
NL;627695081;9508;16-05-2024;Zwartbont;M;NL;573893788;09-08-2024;;6259491
BE;818079512;9512;15-02-2024;Rood-wit;M;BE;427090021;08-05-2024;;6259491
NL;768295131;9513;13-05-2024;Zwartbont;M;NL;591393446;16-08-2024;;6259491
BE;117939522;9522;02-04-2024;Zwartbont;M;BE;114552670;24-06-2024;;6259491
NL;717495292;9529;07-01-2024;Zwartbont;M;NL;634293087;11-04-2024;;6259491
NL;929095297;9529;17-05-2024;Zwartbont;M;NL;571812945;09-08-2024;;6259491
BE;817989534;9534;11-05-2024;Zwartbont;M;BE;115075835;16-08-2024;;6259491
BE;218129538;9538;18-03-2024;Zwartbont;M;BE;164141654;24-06-2024;;6259491
BE;817949549;9549;13-02-2024;Zwart-wit;M;BE;113197807;08-05-2024;;6259491
LU;518309558;9558;26-03-2024;Zwartbont;M;;;24-06-2024;;6259491
NL;625295586;9558;20-05-2024;Roodbont;M;NL;642802752;09-08-2024;;6259491
NL;652895591;9559;04-04-2024;Zwartbont;M;NL;760494235;24-06-2024;;6259491
NL;747195632;9563;19-05-2024;Zwartbont;M;NL;564989922;09-08-2024;;6259491
LU;218319579;9579;12-02-2024;Zwartbont;M;;;08-05-2024;;6259491
LU;618319580;9580;13-02-2024;Zwartbont;M;;;08-05-2024;;6259491
BE;718119595;9595;31-03-2024;Zwartbont;M;BE;414383478;24-06-2024;;6259491
NL;898796182;9618;11-03-2024;Zwartbont;M;NL;637794189;24-06-2024;;6259491
NL;689796199;9619;16-02-2024;Zwartbont;M;NL;632392748;08-05-2024;;6259491
LU;018339641;9641;13-05-2024;Zwartbont;M;;;09-08-2024;;6259491
BE;318049647;9647;30-03-2024;Zwartbont;M;BE;234241919;24-06-2024;;6259491
BE;518039652;9652;06-05-2024;Zwartbont;M;BE;614766769;09-08-2024;;6259491
LU;818329654;9654;11-02-2024;Zwartbont;M;;;08-05-2024;;6259491
BE;017939657;9657;12-05-2024;Zwartbont;M;BE;014317466;09-08-2024;;6259491
NL;899696751;9675;05-05-2024;Zwartbont;M;NL;622194141;16-08-2024;;6259491
BE;917579677;9677;10-02-2024;Zwartbont;M;BE;218031836;08-05-2024;;6259491
BE;717579678;9678;13-02-2024;Zwartbont;M;BE;536382007;08-05-2024;;6259491
BE;117919688;9688;13-02-2024;Zwart-wit;M;BE;638612021;08-05-2024;;6259491
BE;117919689;9689;14-02-2024;Zwart-wit;M;BE;114541859;08-05-2024;;6259491
NL;679496917;9691;07-01-2024;Zwartbont;M;NL;643189803;11-04-2024;;6259491
BE;817819691;9691;08-02-2024;Zwartbont;M;BE;213451880;01-07-2024;;6259491
NL;627697070;9707;14-05-2024;Zwartbont;M;NL;580994858;09-08-2024;;6259491
BE;918159710;9710;27-03-2024;Zwartbont;M;BE;512473790;24-06-2024;;6259491
NL;707397197;9719;23-04-2024;Zwartbont;M;NL;579296604;09-08-2024;;6259491
NL;896997310;9731;10-02-2024;Zwartbont;M;NL;889195053;08-05-2024;;6259491
NL;590097422;9742;02-04-2024;Zwartbont;M;NL;917589384;24-06-2024;;6259491
NL;562497461;9746;06-01-2024;Zwartbont;M;DE;1264533335;11-04-2024;;6259491
NL;681497566;9756;08-05-2024;Zwartbont;M;NL;732895501;09-08-2024;;6259491
NL;624497662;9766;09-01-2024;Zwartbont;M;NL;585486576;11-04-2024;;6259491
NL;581397678;9767;25-03-2024;Roodbont;M;NL;717992685;24-06-2024;;6259491
BE;617889774;9774;09-02-2024;Zwart-wit;M;BE;117450295;08-05-2024;;6259491
NL;624497770;9777;08-01-2024;Zwartbont;M;NL;581092665;11-04-2024;;6259491
NL;624497787;9778;07-01-2024;Zwartbont;M;NL;647892842;11-04-2024;;6259491
NL;624497794;9779;06-01-2024;Zwartbont;M;NL;630388264;11-04-2024;;6259491
NL;686397805;9780;11-05-2024;Eenkleurig bruin;M;NL;643697041;16-08-2024;;6259491
NL;725297884;9788;01-05-2024;Zwartbont;M;NL;929289698;09-08-2024;;6259491
NL;725297891;9789;02-05-2024;Zwartbont;M;NL;590495671;09-08-2024;;6259491
NL;725297923;9792;05-05-2024;Zwartbont;M;NL;649993185;09-08-2024;;6259491
LU;018349795;9795;10-05-2024;Zwartbont;M;;;09-08-2024;;6259491
LU;818329816;9816;22-03-2024;Roodbont;M;;;24-06-2024;;6259491
LU;618329817;9817;23-03-2024;Roodbont;M;;;24-06-2024;;6259491
LU;418329818;9818;23-03-2024;Zwartbont;M;;;24-06-2024;;6259491
NL;747198282;9828;03-04-2024;Zwartbont;M;NL;636692806;24-06-2024;;6259491
NL;747198307;9830;31-03-2024;Zwartbont;M;NL;628095547;24-06-2024;;6259491
LU;618349839;9839;27-03-2024;Zwartbont;M;;;24-06-2024;;6259491
BE;717829839;9839;14-05-2024;Zwartbont;M;BE;714655386;16-08-2024;;6259491
LU;118349840;9840;01-04-2024;Zwartbont;M;;;24-06-2024;;6259491
NL;660598475;9847;05-01-2024;Zwartbont;M;NL;660064154;11-04-2024;;6259491
NL;660598482;9848;05-01-2024;Roodbont;M;NL;627062557;11-04-2024;;6259491
NL;727498511;9851;09-02-2024;Zwartbont;M;NL;692197228;08-05-2024;;6259491
LU;418349857;9857;14-05-2024;Zwartbont;M;;;09-08-2024;;6259491
NL;620598581;9858;01-04-2024;Roodbont;M;NL;645794793;24-06-2024;;6259491
NL;710998592;9859;13-05-2024;Zwartbont;M;NL;640696139;09-08-2024;;6259491
BE;118069866;9866;15-01-2024;Blauwbont;M;FR;5641892123;08-05-2024;;6259491
NL;619398684;9868;13-02-2024;Zwartbont;M;NL;897095235;08-05-2024;;6259491
NL;695198712;9871;16-03-2024;Roodbont;M;NL;729396091;24-06-2024;;6259491
NL;634298727;9872;15-05-2024;Zwartbont;M;NL;883493362;16-08-2024;;6259491
NL;917398766;9876;11-02-2024;Zwartbont;M;NL;878993585;08-05-2024;;6259491
NL;766098855;9885;13-02-2024;Roodbont;M;NL;670796197;08-05-2024;;6259491
NL;917398920;9892;03-01-2024;Zwartbont;M;NL;544593138;11-04-2024;;6259491
NL;669499045;9904;13-02-2024;Zwartbont;M;NL;619293923;08-05-2024;;6259491
LU;318629917;9917;03-04-2024;Zwartbont;M;;;24-06-2024;;6259491
NL;967299217;9921;08-01-2024;Zwartbont;M;NL;616964893;11-04-2024;;6259491
NL;746899245;9924;15-02-2024;Zwartbont;M;DE;0667309692;08-05-2024;;6259491
NL;897999331;9933;11-02-2024;Zwartbont;M;NL;647393903;08-05-2024;;6259491
LU;518329938;9938;12-05-2024;Zwartbont;M;;;09-08-2024;;6259491
NL;592799429;9942;13-02-2024;Zwartbont;M;NL;747696159;08-05-2024;;6259491
NL;969599467;9946;13-05-2024;Zwartbont;M;NL;608710156;09-08-2024;;6259491
FR;6044129972;9972;25-11-2023;Zwartbont;M;FR;6044129383;23-02-2024;;6259491
NL;731499751;9975;13-02-2024;Zwartbont;M;NL;633295082;08-05-2024;;6259491
NL;760299793;9979;10-02-2024;Roodbont;M;NL;626096113;08-05-2024;;6259491
LU;518629981;9981;09-05-2024;Zwartbont;M;;;09-08-2024;;6259491
DK;04545310604;10604;16-10-2023;Zwartbont;M;DK;04549005008;22-02-2024;;6259491
DK;04942112794;12794;18-11-2023;Zwartbont;M;DK;04942110640;23-02-2024;;6259491
DK;03226218190;18190;12-09-2020;Zwartbont;M;DK;03226212298;01-02-2021;;6259491
